"Lnr" "Unfall" "Geschlecht" "Beruf" "Alter" "Fahrpraxis"
1909 0 "Frau" "Zahnarzt" 59 40
1910 0 "Frau" "Zahnarzt" 42 23
1911 0 "Frau" "Zahnarzt" 45 26
1912 0 "Frau" "Zahnarzt" 57 37
1913 0 "Mann" "Zahnarzt" 34 14
1914 0 "Mann" "Zahnarzt" 40 21
1915 0 "Frau" "Zahnarzt" 39 21
1916 0 "Mann" "Zahnarzt" 49 30
1917 0 "Frau" "Zahnarzt" 42 23
1918 0 "Frau" "Zahnarzt" 40 21
1919 0 "Mann" "Zahnarzt" 46 27
1920 0 "Mann" "Zahnarzt" 49 30
1921 0 "Frau" "Zahnarzt" 33 15
1922 0 "Frau" "Zahnarzt" 51 32
1923 0 "Mann" "Zahnarzt" 51 32
1924 0 "Frau" "Zahnarzt" 41 21
1925 0 "Frau" "Zahnarzt" 32 13
1926 0 "Mann" "Zahnarzt" 48 28
1927 0 "Frau" "Zahnarzt" 47 28
1928 0 "Frau" "Zahnarzt" 42 22
1929 0 "Mann" "Zahnarzt" 49 30
1930 0 "Mann" "Zahnarzt" 50 31
1931 1 "Frau" "Zahnarzt" 26 7
1932 0 "Frau" "Zahnarzt" 58 40
1933 0 "Frau" "Zahnarzt" 49 29
1934 0 "Frau" "Zahnarzt" 50 31
1935 0 "Frau" "Zahnarzt" 53 34
1936 0 "Mann" "Zahnarzt" 56 36
1937 0 "Frau" "Zahnarzt" 41 23
1938 0 "Frau" "Zahnarzt" 43 25
1939 0 "Frau" "Zahnarzt" 43 23
1940 0 "Frau" "Zahnarzt" 53 34
1941 0 "Frau" "Zahnarzt" 53 34
1942 0 "Mann" "Zahnarzt" 48 29
1943 0 "Mann" "Zahnarzt" 59 40
1944 0 "Frau" "Zahnarzt" 52 32
1945 0 "Frau" "Zahnarzt" 63 44
1946 0 "Frau" "Zahnarzt" 59 39
1947 0 "Frau" "Zahnarzt" 53 35
1948 0 "Mann" "Zahnarzt" 44 26
1949 0 "Mann" "Zahnarzt" 45 26
1950 0 "Frau" "Zahnarzt" 31 11
1951 0 "Mann" "Zahnarzt" 39 21
1952 0 "Frau" "Zahnarzt" 45 26
1953 0 "Mann" "Zahnarzt" 44 25
1954 0 "Frau" "Zahnarzt" 42 23
1955 0 "Mann" "Zahnarzt" 43 25
1956 0 "Frau" "Zahnarzt" 55 36
1957 0 "Mann" "Zahnarzt" 37 18
1958 0 "Frau" "Zahnarzt" 56 36
1959 0 "Mann" "Zahnarzt" 36 17
1960 0 "Mann" "Zahnarzt" 49 31
1961 1 "Mann" "Zahnarzt" 29 10
1962 0 "Mann" "Zahnarzt" 56 37
1963 0 "Mann" "Zahnarzt" 56 38
1964 0 "Frau" "Zahnarzt" 42 23
1965 0 "Frau" "Zahnarzt" 37 18
1966 0 "Mann" "Zahnarzt" 50 31
1967 0 "Frau" "Zahnarzt" 40 20
1968 0 "Frau" "Zahnarzt" 41 23
1969 0 "Frau" "Zahnarzt" 39 19
1970 0 "Mann" "Zahnarzt" 38 19
1971 0 "Frau" "Zahnarzt" 40 20
1972 0 "Mann" "Zahnarzt" 29 11
1973 0 "Frau" "Zahnarzt" 43 25
1974 0 "Mann" "Zahnarzt" 37 18
1975 0 "Frau" "Zahnarzt" 51 33
1976 0 "Mann" "Zahnarzt" 45 25
1977 0 "Frau" "Zahnarzt" 60 40
1978 0 "Frau" "Zahnarzt" 59 39
1979 0 "Frau" "Zahnarzt" 62 43
1980 0 "Frau" "Zahnarzt" 42 24
1981 0 "Mann" "Zahnarzt" 59 40
1982 0 "Mann" "Zahnarzt" 34 14
1983 0 "Frau" "Zahnarzt" 49 29
1984 1 "Frau" "Zahnarzt" 31 12
1985 0 "Frau" "Zahnarzt" 50 31
1986 1 "Frau" "Zahnarzt" 26 8
1987 0 "Mann" "Zahnarzt" 31 13
1988 0 "Mann" "Zahnarzt" 38 19
1989 0 "Mann" "Zahnarzt" 54 35
1990 0 "Frau" "Zahnarzt" 54 35
1991 0 "Mann" "Zahnarzt" 46 26
1992 0 "Frau" "Zahnarzt" 44 24
1993 1 "Mann" "Zahnarzt" 36 18
1994 0 "Mann" "Zahnarzt" 61 43
1995 0 "Frau" "Zahnarzt" 35 15
1996 0 "Mann" "Zahnarzt" 37 18
1997 0 "Mann" "Zahnarzt" 32 14
1998 0 "Mann" "Zahnarzt" 44 25
1999 0 "Mann" "Zahnarzt" 48 28
2000 0 "Mann" "Zahnarzt" 44 25
2001 0 "Frau" "Biologe" 51 32
2002 0 "Frau" "Biologe" 55 36
2003 0 "Frau" "Biologe" 63 44
2004 0 "Frau" "Biologe" 46 26
2005 0 "Frau" "Biologe" 60 42
2006 0 "Frau" "Biologe" 48 28
2007 0 "Frau" "Biologe" 47 28
2008 0 "Frau" "Biologe" 53 35
2009 0 "Mann" "Biologe" 32 14
2010 0 "Frau" "Biologe" 60 40
2011 0 "Frau" "Biologe" 44 24
2012 0 "Mann" "Biologe" 50 32
2013 0 "Frau" "Biologe" 39 19
2014 0 "Frau" "Biologe" 61 41
2015 0 "Frau" "Biologe" 44 25
2016 0 "Frau" "Biologe" 43 23
2017 0 "Mann" "Biologe" 43 24
2018 0 "Frau" "Biologe" 36 18
2019 0 "Frau" "Biologe" 45 25
2020 0 "Mann" "Biologe" 49 30
2021 0 "Frau" "Biologe" 27 9
2022 0 "Frau" "Biologe" 30 11
2023 0 "Mann" "Biologe" 41 22
2024 0 "Frau" "Biologe" 63 45
2025 0 "Frau" "Biologe" 48 30
2026 0 "Frau" "Biologe" 36 17
2027 0 "Frau" "Biologe" 37 19
2028 0 "Frau" "Biologe" 60 42
2029 0 "Frau" "Biologe" 50 32
2030 0 "Frau" "Biologe" 44 25
2031 0 "Frau" "Biologe" 60 42
2032 0 "Frau" "Biologe" 59 41
2033 0 "Frau" "Biologe" 45 26
2034 0 "Frau" "Biologe" 52 33
2035 0 "Mann" "Biologe" 55 36
2036 1 "Frau" "Biologe" 26 7
2037 0 "Mann" "Biologe" 52 33
2038 0 "Frau" "Biologe" 42 22
2039 0 "Mann" "Biologe" 27 9
2040 0 "Frau" "Biologe" 41 21
2041 0 "Mann" "Biologe" 39 21
2042 0 "Frau" "Biologe" 47 27
2043 0 "Mann" "Biologe" 44 24
2044 0 "Mann" "Biologe" 44 25
2045 0 "Frau" "Biologe" 43 24
2046 0 "Frau" "Biologe" 44 26
2047 0 "Mann" "Biologe" 45 26
2048 0 "Mann" "Biologe" 47 28
2049 0 "Frau" "Biologe" 51 31
2050 0 "Frau" "Biologe" 36 16
2051 0 "Mann" "Biologe" 40 21
2052 0 "Mann" "Biologe" 32 14
2053 0 "Mann" "Biologe" 39 20
2054 0 "Frau" "Biologe" 43 24
2055 0 "Mann" "Biologe" 33 14
2056 0 "Frau" "Biologe" 46 28
2057 0 "Frau" "Biologe" 49 30
2058 0 "Frau" "Biologe" 40 22
2059 0 "Mann" "Biologe" 54 35
2060 0 "Mann" "Biologe" 42 24
2061 0 "Mann" "Biologe" 48 30
2062 0 "Mann" "Biologe" 36 17
2063 0 "Mann" "Biologe" 37 19
2064 0 "Frau" "Biologe" 46 26
2065 0 "Frau" "Biologe" 44 26
2066 0 "Mann" "Biologe" 44 25
2067 0 "Mann" "Biologe" 53 33
2068 0 "Frau" "Biologe" 54 36
2069 0 "Mann" "Biologe" 47 28
2070 0 "Frau" "Biologe" 45 25
2071 0 "Frau" "Biologe" 35 16
2072 0 "Frau" "Biologe" 49 30
2073 0 "Frau" "Biologe" 59 39
2074 0 "Mann" "Biologe" 35 17
2075 0 "Mann" "Biologe" 36 17
2076 0 "Frau" "Biologe" 52 34
2077 0 "Mann" "Biologe" 53 34
2078 0 "Frau" "Biologe" 35 16
2079 0 "Frau" "Biologe" 40 21
2080 0 "Mann" "Biologe" 54 35
2081 0 "Mann" "Biologe" 48 28
2082 0 "Mann" "Biologe" 50 32
2083 0 "Frau" "Biologe" 50 31
2084 0 "Mann" "Biologe" 49 31
2085 0 "Mann" "Biologe" 35 17
2086 0 "Frau" "Biologe" 43 25
2087 0 "Mann" "Biologe" 38 19
2088 0 "Mann" "Biologe" 40 22
2089 0 "Frau" "Biologe" 47 27
2090 0 "Mann" "Biologe" 50 31
2091 1 "Mann" "Biologe" 25 7
2092 0 "Frau" "Biologe" 40 21
2093 0 "Mann" "Biologe" 46 26
2094 0 "Frau" "Biologe" 54 34
2095 0 "Frau" "Biologe" 46 27
2096 0 "Frau" "Biologe" 38 18
2097 0 "Frau" "Biologe" 32 13
2098 0 "Frau" "Biologe" 49 30
2099 0 "Frau" "Biologe" 53 33
2100 0 "Frau" "Biologe" 52 32
2101 0 "Frau" "Biologe" 39 20
2102 0 "Mann" "Biologe" 61 43
2103 0 "Mann" "Biologe" 60 41
2104 0 "Frau" "Biologe" 39 20
2105 0 "Frau" "Biologe" 51 33
2106 0 "Mann" "Biologe" 54 35
2107 0 "Frau" "Biologe" 56 37
2108 1 "Frau" "Biologe" 36 16
2109 0 "Mann" "Biologe" 44 26
2110 0 "Frau" "Biologe" 45 26
2111 0 "Frau" "Biologe" 64 44
2112 0 "Frau" "Biologe" 47 28
2113 0 "Mann" "Biologe" 53 33
2114 0 "Frau" "Biologe" 32 14
2115 0 "Mann" "Biologe" 42 24
2116 0 "Mann" "Biologe" 44 25
2117 0 "Mann" "Biologe" 32 14
2118 0 "Frau" "Biologe" 33 15
2119 0 "Mann" "Biologe" 53 34
2120 0 "Frau" "Biologe" 49 31
2121 0 "Frau" "Biologe" 40 21
2122 0 "Frau" "Biologe" 52 33
2123 0 "Frau" "Biologe" 38 18
2124 0 "Frau" "Biologe" 44 26
2125 0 "Mann" "Biologe" 48 30
2126 0 "Mann" "Biologe" 48 29
2127 0 "Frau" "Biologe" 36 18
2128 0 "Mann" "Biologe" 38 18
2129 0 "Frau" "Biologe" 55 36
2130 0 "Frau" "Biologe" 46 28
2131 0 "Frau" "Biologe" 31 12
2132 0 "Frau" "Biologe" 53 35
2133 0 "Frau" "Biologe" 50 32
2134 0 "Frau" "Biologe" 48 29
2135 0 "Mann" "Biologe" 38 20
2136 0 "Mann" "Biologe" 59 40
2137 0 "Frau" "Biologe" 40 21
2138 0 "Mann" "Biologe" 44 24
2139 0 "Mann" "Biologe" 59 40
2140 0 "Frau" "Biologe" 48 29
2141 0 "Frau" "Biologe" 48 28
2142 0 "Frau" "Biologe" 45 27
2143 0 "Frau" "Biologe" 30 10
2144 0 "Frau" "Biologe" 36 16
2145 0 "Frau" "Biologe" 42 22
2146 0 "Mann" "Biologe" 55 35
2147 0 "Frau" "Biologe" 42 23
2148 0 "Frau" "Biologe" 43 24
2149 0 "Frau" "Biologe" 53 35
2150 0 "Mann" "Biologe" 36 17
2151 0 "Mann" "Biologe" 43 25
2152 0 "Frau" "Biologe" 39 21
2153 0 "Mann" "Biologe" 58 40
2154 0 "Mann" "Biologe" 43 24
2155 0 "Mann" "Biologe" 60 40
2156 0 "Frau" "Biologe" 45 27
2157 0 "Frau" "Biologe" 39 19
2158 0 "Mann" "Biologe" 53 35
2159 0 "Frau" "Biologe" 39 20
2160 0 "Mann" "Biologe" 62 44
2161 0 "Frau" "Biologe" 46 26
2162 0 "Frau" "Biologe" 44 26
2163 0 "Mann" "Biologe" 35 16
2164 0 "Frau" "Biologe" 53 34
2165 0 "Frau" "Biologe" 57 38
2166 0 "Frau" "Biologe" 56 37
2167 0 "Frau" "Biologe" 39 21
2168 0 "Mann" "Biologe" 45 26
2169 0 "Frau" "Biologe" 41 23
2170 0 "Frau" "Biologe" 48 30
2171 0 "Mann" "Biologe" 44 24
2172 0 "Frau" "Biologe" 43 24
2173 0 "Frau" "Biologe" 54 35
2174 0 "Mann" "Biologe" 43 23
2175 0 "Mann" "Biologe" 33 14
2176 0 "Frau" "Biologe" 43 25
2177 0 "Mann" "Biologe" 58 40
2178 0 "Mann" "Biologe" 41 22
2179 0 "Frau" "Biologe" 39 20
2180 0 "Frau" "Biologe" 56 38
2181 0 "Frau" "Biologe" 40 21
2182 0 "Mann" "Biologe" 55 36
2183 0 "Frau" "Biologe" 59 39
2184 0 "Mann" "Biologe" 46 26
2185 0 "Mann" "Biologe" 44 25
2186 0 "Frau" "Biologe" 44 25
2187 0 "Mann" "Biologe" 43 24
2188 0 "Frau" "Biologe" 40 20
2189 0 "Frau" "Biologe" 46 27
2190 0 "Mann" "Biologe" 38 20
2191 0 "Frau" "Biologe" 31 12
2192 0 "Frau" "Biologe" 38 20
2193 0 "Frau" "Biologe" 42 23
2194 0 "Mann" "Biologe" 36 16
2195 0 "Frau" "Biologe" 42 23
2196 0 "Mann" "Biologe" 49 30
2197 0 "Frau" "Biologe" 50 31
2198 0 "Frau" "Biologe" 44 25
2199 0 "Mann" "Biologe" 42 24
2200 0 "Frau" "Biologe" 41 22
2201 0 "Frau" "Biologe" 49 29
2202 0 "Frau" "Biologe" 46 27
2203 0 "Mann" "Biologe" 54 36
2204 0 "Mann" "Biologe" 43 23
2205 0 "Mann" "Biologe" 33 14
2206 0 "Frau" "Biologe" 47 28
2207 0 "Frau" "Biologe" 43 23
2208 0 "Frau" "Biologe" 64 46
2209 0 "Mann" "Biologe" 47 28
2210 0 "Mann" "Biologe" 48 28
2211 0 "Frau" "Biologe" 40 20
2212 0 "Mann" "Biologe" 45 27
2213 0 "Mann" "Biologe" 51 31
2214 0 "Frau" "Biologe" 32 13
2215 0 "Frau" "Biologe" 60 40
2216 0 "Frau" "Biologe" 40 21
2217 0 "Frau" "Biologe" 44 25
2218 0 "Mann" "Biologe" 31 12
2219 0 "Frau" "Biologe" 42 23
2220 0 "Frau" "Biologe" 40 20
2221 0 "Frau" "Biologe" 55 37
2222 0 "Frau" "Biologe" 39 20
2223 0 "Mann" "Biologe" 35 17
2224 0 "Mann" "Biologe" 44 25
2225 0 "Frau" "Biologe" 48 28
2226 0 "Mann" "Biologe" 36 16
2227 0 "Frau" "Biologe" 39 20
2228 0 "Mann" "Biologe" 44 26
2229 0 "Frau" "Biologe" 36 18
2230 1 "Mann" "Biologe" 28 8
2231 0 "Mann" "Biologe" 48 29
2232 0 "Frau" "Biologe" 49 30
2233 0 "Mann" "Biologe" 55 37
2234 0 "Frau" "Biologe" 50 30
2235 0 "Frau" "Biologe" 45 26
2236 0 "Mann" "Biologe" 40 21
2237 0 "Frau" "Biologe" 63 45
2238 0 "Mann" "Biologe" 35 16
2239 0 "Mann" "Biologe" 47 28
2240 0 "Mann" "Biologe" 43 25
2241 0 "Frau" "Biologe" 38 19
2242 0 "Frau" "Biologe" 35 15
2243 0 "Frau" "Biologe" 56 36
2244 0 "Frau" "Biologe" 41 22
2245 0 "Mann" "Biologe" 46 28
2246 0 "Frau" "Biologe" 45 26
2247 0 "Frau" "Biologe" 60 40
2248 0 "Frau" "Biologe" 41 21
2249 0 "Mann" "Biologe" 49 31
2250 0 "Frau" "Biologe" 49 31
2251 0 "Frau" "Biologe" 42 23
2252 0 "Mann" "Biologe" 35 15
2253 0 "Frau" "Biologe" 57 39
2254 1 "Frau" "Biologe" 28 8
2255 0 "Mann" "Biologe" 42 23
2256 0 "Frau" "Biologe" 37 19
2257 0 "Frau" "Biologe" 41 21
2258 0 "Frau" "Biologe" 40 22
2259 0 "Frau" "Biologe" 58 39
2260 0 "Mann" "Biologe" 43 23
2261 0 "Mann" "Biologe" 31 12
2262 0 "Mann" "Biologe" 49 30
2263 0 "Mann" "Biologe" 41 21
2264 0 "Frau" "Biologe" 35 15
2265 0 "Frau" "Biologe" 36 16
2266 0 "Mann" "Biologe" 36 17
2267 0 "Mann" "Biologe" 41 21
2268 0 "Mann" "Biologe" 47 29
2269 0 "Mann" "Biologe" 37 19
2270 0 "Frau" "Biologe" 51 32
2271 0 "Mann" "Biologe" 50 31
2272 0 "Mann" "Biologe" 62 42
2273 0 "Frau" "Biologe" 45 26
2274 0 "Frau" "Biologe" 31 13
2275 0 "Frau" "Biologe" 55 36
2276 0 "Mann" "Biologe" 45 27
2277 0 "Frau" "Biologe" 50 32
2278 0 "Frau" "Biologe" 41 22
2279 0 "Frau" "Biologe" 52 34
2280 0 "Frau" "Biologe" 47 27
2281 0 "Frau" "Biologe" 30 11
2282 0 "Mann" "Biologe" 50 31
2283 0 "Mann" "Biologe" 47 29
2284 0 "Mann" "Biologe" 53 35
2285 0 "Mann" "Biologe" 36 17
2286 0 "Mann" "Biologe" 32 13
2287 0 "Frau" "Biologe" 45 27
2288 0 "Frau" "Biologe" 59 40
2289 0 "Mann" "Biologe" 55 36
2290 0 "Mann" "Biologe" 52 33
2291 0 "Frau" "Biologe" 51 33
2292 0 "Frau" "Biologe" 52 32
2293 0 "Frau" "Biologe" 57 38
2294 0 "Frau" "Biologe" 53 34
2295 0 "Frau" "Biologe" 55 35
2296 0 "Frau" "Biologe" 59 40
2297 0 "Frau" "Biologe" 43 24
2298 0 "Frau" "Biologe" 50 32
2299 1 "Frau" "Biologe" 34 15
2300 0 "Mann" "Biologe" 39 20
2301 0 "Frau" "Biologe" 35 16
2302 0 "Frau" "Biologe" 26 8
2303 1 "Frau" "Biologe" 33 13
2304 0 "Mann" "Biologe" 63 45
2305 0 "Frau" "Biologe" 43 23
2306 0 "Frau" "Biologe" 28 8
2307 0 "Frau" "Biologe" 61 43
2308 0 "Frau" "Biologe" 56 37
2309 0 "Mann" "Biologe" 49 30
2310 0 "Mann" "Biologe" 56 37
2311 0 "Frau" "Biologe" 58 38
2312 0 "Mann" "Biologe" 47 28
2313 0 "Mann" "Biologe" 52 32
2314 0 "Frau" "Biologe" 47 28
2315 0 "Frau" "Biologe" 55 35
2316 0 "Frau" "Biologe" 46 27
2317 0 "Mann" "Biologe" 58 40
2318 1 "Frau" "Biologe" 26 7
2319 0 "Mann" "Biologe" 37 19
2320 0 "Frau" "Biologe" 52 34
2321 0 "Frau" "Biologe" 39 21
2322 0 "Frau" "Biologe" 59 39
2323 0 "Frau" "Biologe" 44 25
2324 0 "Frau" "Biologe" 65 46
2325 0 "Frau" "Biologe" 56 37
2326 0 "Mann" "Biologe" 52 33
2327 0 "Frau" "Biologe" 38 20
2328 0 "Frau" "Biologe" 43 23
2329 0 "Frau" "Biologe" 62 44
2330 0 "Frau" "Biologe" 48 29
2331 0 "Frau" "Biologe" 45 25
2332 0 "Frau" "Biologe" 43 24
2333 0 "Frau" "Biologe" 55 37
2334 0 "Frau" "Biologe" 38 19
2335 0 "Frau" "Biologe" 43 23
2336 0 "Frau" "Biologe" 42 23
2337 0 "Mann" "Biologe" 39 20
2338 0 "Frau" "Biologe" 50 32
2339 0 "Frau" "Biologe" 51 32
2340 0 "Frau" "Biologe" 44 25
2341 0 "Mann" "Biologe" 62 44
2342 0 "Frau" "Biologe" 60 41
2343 0 "Mann" "Biologe" 52 33
2344 0 "Frau" "Biologe" 56 36
2345 0 "Mann" "Biologe" 49 30
2346 0 "Mann" "Biologe" 54 36
2347 0 "Frau" "Biologe" 54 34
2348 0 "Frau" "Biologe" 53 34
2349 0 "Frau" "Biologe" 48 30
2350 0 "Mann" "Biologe" 26 6
2351 0 "Frau" "Biologe" 43 24
2352 0 "Frau" "Biologe" 62 43
2353 0 "Frau" "Biologe" 45 26
2354 0 "Frau" "Biologe" 51 33
2355 0 "Frau" "Biologe" 44 25
2356 0 "Frau" "Biologe" 37 18
2357 0 "Frau" "Biologe" 47 27
2358 0 "Mann" "Biologe" 58 38
2359 0 "Frau" "Biologe" 49 30
2360 0 "Frau" "Biologe" 46 27
2361 0 "Mann" "Biologe" 34 15
2362 0 "Frau" "Biologe" 41 22
2363 0 "Mann" "Biologe" 42 23
2364 0 "Frau" "Biologe" 39 20
2365 0 "Mann" "Biologe" 46 27
2366 0 "Frau" "Biologe" 42 22
2367 0 "Frau" "Biologe" 48 29
2368 0 "Mann" "Biologe" 50 31
2369 0 "Frau" "Biologe" 47 28
2370 0 "Mann" "Biologe" 44 24
2371 0 "Mann" "Biologe" 29 10
2372 0 "Frau" "Biologe" 42 24
2373 0 "Mann" "Biologe" 34 16
2374 0 "Frau" "Biologe" 45 26
2375 0 "Frau" "Biologe" 41 22
2376 0 "Frau" "Biologe" 40 20
2377 0 "Frau" "Biologe" 39 20
2378 0 "Mann" "Biologe" 46 28
2379 0 "Frau" "Biologe" 52 34
2380 0 "Frau" "Biologe" 37 18
2381 1 "Frau" "Biologe" 40 20
2382 0 "Frau" "Biologe" 41 22
2383 0 "Frau" "Biologe" 54 35
2384 0 "Frau" "Biologe" 37 18
2385 0 "Frau" "Biologe" 61 42
2386 0 "Mann" "Biologe" 42 22
2387 0 "Frau" "Biologe" 38 18
2388 0 "Mann" "Biologe" 55 35
2389 0 "Frau" "Biologe" 47 28
2390 0 "Frau" "Biologe" 32 13
2391 0 "Frau" "Biologe" 54 35
2392 0 "Frau" "Biologe" 47 27
2393 0 "Frau" "Biologe" 37 18
2394 0 "Frau" "Biologe" 45 27
2395 0 "Frau" "Biologe" 31 11
2396 0 "Mann" "Biologe" 48 29
2397 0 "Frau" "Biologe" 53 33
2398 0 "Frau" "Biologe" 64 46
2399 0 "Mann" "Biologe" 40 20
2400 0 "Mann" "Biologe" 40 21
2401 0 "Mann" "Biologe" 46 28
2402 0 "Mann" "Biologe" 51 33
2403 0 "Mann" "Biologe" 34 14
2404 0 "Frau" "Biologe" 44 25
2405 0 "Frau" "Biologe" 42 24
2406 0 "Mann" "Biologe" 51 33
2407 0 "Frau" "Biologe" 56 37
2408 0 "Frau" "Biologe" 32 13
2409 0 "Mann" "Biologe" 35 15
2410 0 "Mann" "Biologe" 42 23
2411 0 "Frau" "Biologe" 42 23
2412 0 "Frau" "Biologe" 53 33
2413 0 "Mann" "Biologe" 38 18
2414 0 "Mann" "Biologe" 52 33
2415 0 "Frau" "Biologe" 35 17
2416 0 "Frau" "Biologe" 48 28
2417 0 "Frau" "Biologe" 43 25
2418 0 "Frau" "Biologe" 62 43
2419 0 "Mann" "Biologe" 33 15
2420 0 "Frau" "Biologe" 54 36
2421 0 "Frau" "Biologe" 52 34
2422 0 "Mann" "Biologe" 51 31
2423 0 "Frau" "Biologe" 56 37
2424 0 "Mann" "Biologe" 56 36
2425 0 "Frau" "Biologe" 56 37
2426 0 "Frau" "Biologe" 41 22
2427 0 "Frau" "Biologe" 33 14
2428 0 "Mann" "Biologe" 39 21
2429 0 "Mann" "Biologe" 46 28
2430 0 "Frau" "Biologe" 48 30
2431 0 "Frau" "Biologe" 57 38
2432 0 "Frau" "Biologe" 50 30
2433 0 "Frau" "Biologe" 31 11
2434 0 "Frau" "Biologe" 43 23
2435 0 "Frau" "Biologe" 40 21
2436 0 "Mann" "Biologe" 43 25
2437 0 "Mann" "Biologe" 46 26
2438 0 "Frau" "Biologe" 59 39
2439 0 "Frau" "Biologe" 55 35
2440 0 "Mann" "Biologe" 31 13
2441 0 "Mann" "Biologe" 60 41
2442 0 "Mann" "Biologe" 53 34
2443 0 "Frau" "Biologe" 38 20
2444 0 "Frau" "Biologe" 44 25
2445 0 "Mann" "Biologe" 29 11
2446 0 "Mann" "Biologe" 55 35
2447 0 "Frau" "Biologe" 32 12
2448 0 "Frau" "Biologe" 55 37
2449 0 "Frau" "Biologe" 32 12
2450 0 "Mann" "Biologe" 60 41
2451 0 "Mann" "Biologe" 38 19
2452 0 "Mann" "Biologe" 54 35
2453 0 "Mann" "Biologe" 41 23
2454 0 "Mann" "Biologe" 53 34
2455 0 "Mann" "Biologe" 26 6
2456 0 "Frau" "Biologe" 49 31
2457 0 "Mann" "Biologe" 55 37
2458 0 "Frau" "Biologe" 31 11
2459 0 "Mann" "Biologe" 32 13
2460 0 "Frau" "Biologe" 46 28
2461 0 "Frau" "Biologe" 53 33
2462 0 "Frau" "Biologe" 42 23
2463 0 "Frau" "Biologe" 45 27
2464 0 "Frau" "Biologe" 43 25
2465 0 "Frau" "Biologe" 59 39
2466 0 "Frau" "Biologe" 47 28
2467 0 "Frau" "Biologe" 38 20
2468 0 "Frau" "Biologe" 37 18
2469 0 "Frau" "Biologe" 54 35
2470 0 "Frau" "Biologe" 29 11
2471 0 "Mann" "Biologe" 34 15
2472 0 "Mann" "Biologe" 52 33
2473 0 "Mann" "Biologe" 52 34
2474 0 "Frau" "Biologe" 57 38
2475 0 "Mann" "Biologe" 51 32
2476 0 "Mann" "Biologe" 48 29
2477 0 "Mann" "Biologe" 56 37
2478 0 "Mann" "Biologe" 41 22
2479 0 "Mann" "Biologe" 38 19
2480 0 "Frau" "Biologe" 40 21
2481 0 "Frau" "Biologe" 57 38
2482 1 "Frau" "Biologe" 29 9
2483 0 "Frau" "Biologe" 41 23
2484 0 "Mann" "Biologe" 48 30
2485 0 "Frau" "Biologe" 55 35
2486 0 "Frau" "Biologe" 43 23
2487 0 "Frau" "Biologe" 35 15
2488 0 "Mann" "Biologe" 49 30
2489 0 "Frau" "Biologe" 55 35
2490 0 "Frau" "Biologe" 47 27
2491 0 "Frau" "Biologe" 50 31
2492 1 "Frau" "Biologe" 33 14
2493 0 "Frau" "Biologe" 42 23
2494 0 "Mann" "Biologe" 40 20
2495 0 "Mann" "Biologe" 38 18
2496 0 "Mann" "Biologe" 33 15
2497 0 "Frau" "Biologe" 51 33
2498 0 "Frau" "Biologe" 37 19
2499 0 "Frau" "Biologe" 49 31
2500 0 "Frau" "Biologe" 52 33
2501 0 "Mann" "Biologe" 44 25
2502 0 "Frau" "Biologe" 63 44
2503 0 "Mann" "Biologe" 53 34
2504 0 "Mann" "Biologe" 60 42
2505 0 "Frau" "Biologe" 53 35
2506 0 "Mann" "Biologe" 49 30
2507 0 "Frau" "Biologe" 30 11
2508 0 "Frau" "Biologe" 45 25
2509 0 "Mann" "Biologe" 39 20
2510 0 "Mann" "Biologe" 46 27
2511 0 "Frau" "Biologe" 53 33
2512 0 "Mann" "Biologe" 57 37
2513 0 "Frau" "Biologe" 40 20
2514 0 "Mann" "Biologe" 33 14
2515 0 "Frau" "Biologe" 55 37
2516 0 "Frau" "Biologe" 44 25
2517 0 "Mann" "Biologe" 43 25
2518 0 "Frau" "Biologe" 57 37
2519 0 "Mann" "Biologe" 37 18
2520 0 "Mann" "Biologe" 44 26
2521 0 "Frau" "Biologe" 47 28
2522 0 "Mann" "Biologe" 37 18
2523 0 "Frau" "Biologe" 47 28
2524 0 "Frau" "Biologe" 40 20
2525 0 "Frau" "Biologe" 55 36
2526 0 "Mann" "Biologe" 62 43
2527 0 "Frau" "Biologe" 43 24
2528 0 "Frau" "Biologe" 51 32
2529 0 "Frau" "Biologe" 59 39
2530 0 "Frau" "Biologe" 38 19
2531 0 "Frau" "Biologe" 44 26
2532 0 "Frau" "Biologe" 56 37
2533 0 "Frau" "Biologe" 39 20
2534 0 "Mann" "Biologe" 27 7
2535 0 "Frau" "Biologe" 41 22
2536 0 "Frau" "Biologe" 45 26
2537 0 "Frau" "Biologe" 31 12
2538 0 "Frau" "Biologe" 39 20
2539 0 "Mann" "Biologe" 36 17
2540 0 "Frau" "Biologe" 43 24
2541 0 "Mann" "Biologe" 32 13
2542 1 "Frau" "Biologe" 30 11
2543 0 "Mann" "Biologe" 61 42
2544 0 "Mann" "Biologe" 47 27
2545 0 "Frau" "Biologe" 45 26
2546 0 "Mann" "Biologe" 40 21
2547 0 "Frau" "Biologe" 29 11
2548 0 "Frau" "Biologe" 51 32
2549 0 "Mann" "Biologe" 38 19
2550 0 "Frau" "Biologe" 40 22
2551 0 "Frau" "Biologe" 52 32
2552 0 "Mann" "Biologe" 50 31
2553 0 "Frau" "Biologe" 36 17
2554 0 "Frau" "Biologe" 48 28
2555 0 "Frau" "Biologe" 50 31
2556 0 "Mann" "Biologe" 56 38
2557 0 "Mann" "Biologe" 46 27
2558 0 "Mann" "Biologe" 38 19
2559 0 "Frau" "Biologe" 63 44
