"Lnr" "Unfall" "Geschlecht" "Beruf" "Alter" "Fahrpraxis" "Zeit"
1762 0 "Mann" "Zahnarzt" 53 34 6
1763 0 "Mann" "Zahnarzt" 42 23 28
1764 0 "Frau" "Zahnarzt" 48 29 8
1765 0 "Frau" "Zahnarzt" 49 30 2
1766 0 "Frau" "Zahnarzt" 53 33 30
1767 0 "Frau" "Zahnarzt" 48 30 3
1768 0 "Mann" "Zahnarzt" 51 32 35
1769 0 "Frau" "Zahnarzt" 40 20 33
1770 0 "Frau" "Zahnarzt" 50 32 9
1771 0 "Frau" "Zahnarzt" 52 32 2
1772 0 "Frau" "Zahnarzt" 56 38 25
1773 0 "Mann" "Zahnarzt" 30 11 38
1774 0 "Mann" "Zahnarzt" 34 15 20
1775 0 "Mann" "Zahnarzt" 46 28 2
1776 0 "Frau" "Zahnarzt" 40 21 15
1777 0 "Frau" "Zahnarzt" 53 35 2
1778 0 "Mann" "Zahnarzt" 40 21 16
1779 0 "Frau" "Zahnarzt" 55 36 25
1780 0 "Frau" "Zahnarzt" 65 47 2
1781 0 "Frau" "Zahnarzt" 44 24 15
1782 0 "Mann" "Zahnarzt" 46 27 34
1783 0 "Mann" "Zahnarzt" 43 24 2
1784 0 "Mann" "Zahnarzt" 50 31 4
1785 1 "Frau" "Zahnarzt" 28 8 29
1786 0 "Mann" "Zahnarzt" 53 34 0
1787 0 "Frau" "Zahnarzt" 36 18 56
1788 0 "Frau" "Zahnarzt" 45 26 15
1789 0 "Mann" "Zahnarzt" 38 20 29
1790 0 "Frau" "Zahnarzt" 48 30 72
1791 0 "Mann" "Zahnarzt" 53 34 35
1792 0 "Frau" "Zahnarzt" 42 22 34
1793 0 "Frau" "Zahnarzt" 38 20 15
1794 0 "Frau" "Zahnarzt" 46 27 5
1795 0 "Mann" "Zahnarzt" 33 13 3
1796 0 "Frau" "Zahnarzt" 42 22 41
1797 0 "Mann" "Zahnarzt" 42 23 24
1798 0 "Frau" "Zahnarzt" 40 20 11
1799 0 "Mann" "Zahnarzt" 41 23 22
1800 0 "Frau" "Zahnarzt" 63 43 53
1801 0 "Frau" "Zahnarzt" 42 23 72
1802 0 "Frau" "Zahnarzt" 36 18 3
1803 0 "Frau" "Zahnarzt" 43 25 68
1804 0 "Mann" "Zahnarzt" 34 15 6
1805 0 "Mann" "Zahnarzt" 39 20 25
1806 1 "Frau" "Zahnarzt" 26 7 23
1807 0 "Mann" "Zahnarzt" 51 32 29
1808 0 "Frau" "Zahnarzt" 48 29 4
1809 0 "Frau" "Zahnarzt" 59 41 8
1810 0 "Frau" "Zahnarzt" 43 25 33
1811 0 "Mann" "Zahnarzt" 35 15 28
1812 0 "Mann" "Zahnarzt" 34 16 10
1813 0 "Mann" "Zahnarzt" 42 24 9
1814 0 "Mann" "Zahnarzt" 41 22 18
1815 0 "Frau" "Zahnarzt" 47 27 83
1816 0 "Mann" "Zahnarzt" 38 20 15
1817 0 "Mann" "Zahnarzt" 43 24 36
1818 0 "Frau" "Zahnarzt" 42 23 1
1819 0 "Frau" "Zahnarzt" 48 28 1
1820 0 "Frau" "Zahnarzt" 48 28 62
1821 0 "Mann" "Zahnarzt" 55 36 44
1822 1 "Frau" "Zahnarzt" 33 14 10
1823 0 "Frau" "Zahnarzt" 50 31 1
1824 0 "Mann" "Zahnarzt" 43 23 34
1825 0 "Frau" "Zahnarzt" 48 30 46
1826 0 "Mann" "Zahnarzt" 49 29 65
1827 0 "Mann" "Zahnarzt" 59 40 5
1828 0 "Mann" "Zahnarzt" 55 35 30
1829 0 "Frau" "Zahnarzt" 39 19 14
1830 0 "Frau" "Zahnarzt" 52 33 39
1831 1 "Frau" "Zahnarzt" 30 10 13
1832 0 "Mann" "Zahnarzt" 60 42 1
1833 0 "Mann" "Zahnarzt" 41 22 16
1834 0 "Frau" "Zahnarzt" 56 38 39
1835 0 "Frau" "Zahnarzt" 56 36 27
1836 0 "Mann" "Zahnarzt" 26 7 59
1837 0 "Mann" "Zahnarzt" 63 43 54
1838 0 "Mann" "Zahnarzt" 50 31 14
1839 0 "Frau" "Zahnarzt" 41 23 95
1840 0 "Mann" "Zahnarzt" 41 23 42
1841 0 "Frau" "Zahnarzt" 51 31 42
1842 0 "Mann" "Zahnarzt" 45 27 5
1843 0 "Frau" "Zahnarzt" 62 42 19
1844 0 "Frau" "Zahnarzt" 50 31 12
1845 0 "Frau" "Zahnarzt" 48 30 79
1846 0 "Frau" "Zahnarzt" 34 16 68
1847 0 "Mann" "Zahnarzt" 45 26 2
1848 0 "Frau" "Zahnarzt" 28 9 20
1849 0 "Mann" "Zahnarzt" 39 20 42
1850 0 "Frau" "Zahnarzt" 47 29 4
1851 1 "Frau" "Zahnarzt" 32 13 3
1852 0 "Frau" "Zahnarzt" 56 37 1
1853 0 "Frau" "Zahnarzt" 61 41 29
1854 0 "Mann" "Zahnarzt" 42 23 2
1855 0 "Mann" "Zahnarzt" 46 27 59
1856 0 "Frau" "Zahnarzt" 40 20 2
1857 0 "Frau" "Zahnarzt" 45 25 14
1858 0 "Mann" "Zahnarzt" 42 23 2
1859 0 "Frau" "Zahnarzt" 58 38 28
1860 0 "Frau" "Zahnarzt" 40 20 13
1861 0 "Frau" "Zahnarzt" 50 30 22
1862 0 "Frau" "Zahnarzt" 46 27 50
1863 0 "Frau" "Zahnarzt" 52 34 3
1864 0 "Mann" "Zahnarzt" 62 44 1
1865 0 "Frau" "Zahnarzt" 59 40 5
1866 1 "Frau" "Zahnarzt" 29 11 91
1867 0 "Frau" "Zahnarzt" 40 21 7
1868 0 "Frau" "Zahnarzt" 54 34 19
1869 0 "Mann" "Zahnarzt" 37 18 2
1870 0 "Frau" "Zahnarzt" 52 32 17
1871 0 "Mann" "Zahnarzt" 57 38 57
1872 1 "Frau" "Zahnarzt" 31 13 8
1873 0 "Frau" "Zahnarzt" 54 36 8
1874 0 "Frau" "Zahnarzt" 35 15 6
1875 0 "Frau" "Zahnarzt" 49 30 19
1876 0 "Frau" "Zahnarzt" 46 27 23
1877 0 "Frau" "Zahnarzt" 39 21 12
1878 1 "Frau" "Zahnarzt" 33 13 11
1879 0 "Frau" "Zahnarzt" 51 32 0
1880 0 "Mann" "Zahnarzt" 52 32 21
1881 0 "Frau" "Zahnarzt" 46 26 8
1882 0 "Frau" "Zahnarzt" 37 19 26
1883 0 "Mann" "Zahnarzt" 38 19 9
1884 0 "Frau" "Zahnarzt" 56 36 34
1885 0 "Mann" "Zahnarzt" 40 21 2
1886 0 "Frau" "Zahnarzt" 54 35 25
1887 0 "Frau" "Zahnarzt" 37 18 1
1888 0 "Frau" "Zahnarzt" 40 20 15
1889 0 "Frau" "Zahnarzt" 54 34 97
1890 0 "Frau" "Zahnarzt" 54 35 25
1891 0 "Frau" "Zahnarzt" 39 20 15
1892 0 "Frau" "Zahnarzt" 34 14 115
1893 0 "Mann" "Zahnarzt" 51 33 96
1894 0 "Frau" "Zahnarzt" 55 36 38
1895 0 "Frau" "Zahnarzt" 50 30 46
1896 0 "Mann" "Zahnarzt" 41 21 2
1897 0 "Mann" "Zahnarzt" 36 17 1
1898 0 "Mann" "Zahnarzt" 53 34 7
1899 0 "Frau" "Zahnarzt" 32 13 4
1900 0 "Mann" "Zahnarzt" 38 18 5
1901 0 "Frau" "Zahnarzt" 42 23 29
1902 0 "Frau" "Zahnarzt" 45 25 26
1903 0 "Frau" "Zahnarzt" 44 24 15
1904 0 "Mann" "Zahnarzt" 40 21 10
1905 0 "Frau" "Zahnarzt" 45 26 70
1906 0 "Frau" "Zahnarzt" 56 36 27
1907 0 "Mann" "Zahnarzt" 43 24 156
1908 0 "Frau" "Zahnarzt" 64 45 27
1909 0 "Frau" "Zahnarzt" 59 40 1
1910 0 "Frau" "Zahnarzt" 42 23 36
1911 0 "Frau" "Zahnarzt" 45 26 41
1912 0 "Frau" "Zahnarzt" 57 37 14
1913 0 "Mann" "Zahnarzt" 34 14 13
1914 0 "Mann" "Zahnarzt" 40 21 11
1915 0 "Frau" "Zahnarzt" 39 21 5
1916 0 "Mann" "Zahnarzt" 49 30 5
1917 0 "Frau" "Zahnarzt" 42 23 14
1918 0 "Frau" "Zahnarzt" 40 21 1
1919 0 "Mann" "Zahnarzt" 46 27 11
1920 0 "Mann" "Zahnarzt" 49 30 5
1921 0 "Frau" "Zahnarzt" 33 15 28
1922 0 "Frau" "Zahnarzt" 51 32 17
1923 0 "Mann" "Zahnarzt" 51 32 1
1924 0 "Frau" "Zahnarzt" 41 21 12
1925 0 "Frau" "Zahnarzt" 32 13 9
1926 0 "Mann" "Zahnarzt" 48 28 10
1927 0 "Frau" "Zahnarzt" 47 28 9
1928 0 "Frau" "Zahnarzt" 42 22 21
1929 0 "Mann" "Zahnarzt" 49 30 56
1930 0 "Mann" "Zahnarzt" 50 31 6
1931 1 "Frau" "Zahnarzt" 26 7 43
1932 0 "Frau" "Zahnarzt" 58 40 1
1933 0 "Frau" "Zahnarzt" 49 29 5
1934 0 "Frau" "Zahnarzt" 50 31 1
1935 0 "Frau" "Zahnarzt" 53 34 2
1936 0 "Mann" "Zahnarzt" 56 36 4
1937 0 "Frau" "Zahnarzt" 41 23 28
1938 0 "Frau" "Zahnarzt" 43 25 19
1939 0 "Frau" "Zahnarzt" 43 23 94
1940 0 "Frau" "Zahnarzt" 53 34 0
1941 0 "Frau" "Zahnarzt" 53 34 51
1942 0 "Mann" "Zahnarzt" 48 29 264
1943 0 "Mann" "Zahnarzt" 59 40 9
1944 0 "Frau" "Zahnarzt" 52 32 42
1945 0 "Frau" "Zahnarzt" 63 44 2
1946 0 "Frau" "Zahnarzt" 59 39 12
1947 0 "Frau" "Zahnarzt" 53 35 27
1948 0 "Mann" "Zahnarzt" 44 26 16
1949 0 "Mann" "Zahnarzt" 45 26 15
1950 0 "Frau" "Zahnarzt" 31 11 3
1951 0 "Mann" "Zahnarzt" 39 21 8
1952 0 "Frau" "Zahnarzt" 45 26 26
1953 0 "Mann" "Zahnarzt" 44 25 1
1954 0 "Frau" "Zahnarzt" 42 23 13
1955 0 "Mann" "Zahnarzt" 43 25 4
1956 0 "Frau" "Zahnarzt" 55 36 0
1957 0 "Mann" "Zahnarzt" 37 18 34
1958 0 "Frau" "Zahnarzt" 56 36 8
1959 0 "Mann" "Zahnarzt" 36 17 75
1960 0 "Mann" "Zahnarzt" 49 31 62
1961 1 "Mann" "Zahnarzt" 29 10 4
1962 0 "Mann" "Zahnarzt" 56 37 69
1963 0 "Mann" "Zahnarzt" 56 38 38
1964 0 "Frau" "Zahnarzt" 42 23 1
1965 0 "Frau" "Zahnarzt" 37 18 44
1966 0 "Mann" "Zahnarzt" 50 31 8
1967 0 "Frau" "Zahnarzt" 40 20 13
1968 0 "Frau" "Zahnarzt" 41 23 24
1969 0 "Frau" "Zahnarzt" 39 19 0
1970 0 "Mann" "Zahnarzt" 38 19 21
1971 0 "Frau" "Zahnarzt" 40 20 37
1972 0 "Mann" "Zahnarzt" 29 11 21
1973 0 "Frau" "Zahnarzt" 43 25 30
1974 0 "Mann" "Zahnarzt" 37 18 39
1975 0 "Frau" "Zahnarzt" 51 33 15
1976 0 "Mann" "Zahnarzt" 45 25 27
1977 0 "Frau" "Zahnarzt" 60 40 9
1978 0 "Frau" "Zahnarzt" 59 39 17
1979 0 "Frau" "Zahnarzt" 62 43 18
1980 0 "Frau" "Zahnarzt" 42 24 25
1981 0 "Mann" "Zahnarzt" 59 40 21
1982 0 "Mann" "Zahnarzt" 34 14 5
1983 0 "Frau" "Zahnarzt" 49 29 12
1984 1 "Frau" "Zahnarzt" 31 12 10
1985 0 "Frau" "Zahnarzt" 50 31 14
1986 1 "Frau" "Zahnarzt" 26 8 30
1987 0 "Mann" "Zahnarzt" 31 13 48
1988 0 "Mann" "Zahnarzt" 38 19 0
1989 0 "Mann" "Zahnarzt" 54 35 46
1990 0 "Frau" "Zahnarzt" 54 35 35
1991 0 "Mann" "Zahnarzt" 46 26 34
1992 0 "Frau" "Zahnarzt" 44 24 5
1993 1 "Mann" "Zahnarzt" 36 18 11
1994 0 "Mann" "Zahnarzt" 61 43 32
1995 0 "Frau" "Zahnarzt" 35 15 35
1996 0 "Mann" "Zahnarzt" 37 18 6
1997 0 "Mann" "Zahnarzt" 32 14 4
1998 0 "Mann" "Zahnarzt" 44 25 11
1999 0 "Mann" "Zahnarzt" 48 28 31
2000 0 "Mann" "Zahnarzt" 44 25 6
2001 0 "Frau" "Biologe" 51 32 8
2002 0 "Frau" "Biologe" 55 36 11
2003 0 "Frau" "Biologe" 63 44 19
2004 0 "Frau" "Biologe" 46 26 12
2005 0 "Frau" "Biologe" 60 42 23
2006 0 "Frau" "Biologe" 48 28 34
2007 0 "Frau" "Biologe" 47 28 14
2008 0 "Frau" "Biologe" 53 35 13
2009 0 "Mann" "Biologe" 32 14 14
2010 0 "Frau" "Biologe" 60 40 4
2011 0 "Frau" "Biologe" 44 24 32
2012 0 "Mann" "Biologe" 50 32 42
2013 0 "Frau" "Biologe" 39 19 1
2014 0 "Frau" "Biologe" 61 41 26
2015 0 "Frau" "Biologe" 44 25 119
2016 0 "Frau" "Biologe" 43 23 23
2017 0 "Mann" "Biologe" 43 24 16
2018 0 "Frau" "Biologe" 36 18 10
2019 0 "Frau" "Biologe" 45 25 2
2020 0 "Mann" "Biologe" 49 30 8
2021 0 "Frau" "Biologe" 27 9 36
2022 0 "Frau" "Biologe" 30 11 2
2023 0 "Mann" "Biologe" 41 22 15
2024 0 "Frau" "Biologe" 63 45 73
2025 0 "Frau" "Biologe" 48 30 1
2026 0 "Frau" "Biologe" 36 17 8
2027 0 "Frau" "Biologe" 37 19 8
2028 0 "Frau" "Biologe" 60 42 30
2029 0 "Frau" "Biologe" 50 32 8
2030 0 "Frau" "Biologe" 44 25 32
2031 0 "Frau" "Biologe" 60 42 1
2032 0 "Frau" "Biologe" 59 41 2
2033 0 "Frau" "Biologe" 45 26 61
2034 0 "Frau" "Biologe" 52 33 92
2035 0 "Mann" "Biologe" 55 36 55
2036 1 "Frau" "Biologe" 26 7 39
2037 0 "Mann" "Biologe" 52 33 52
2038 0 "Frau" "Biologe" 42 22 12
2039 0 "Mann" "Biologe" 27 9 1
2040 0 "Frau" "Biologe" 41 21 3
2041 0 "Mann" "Biologe" 39 21 27
2042 0 "Frau" "Biologe" 47 27 17
2043 0 "Mann" "Biologe" 44 24 2
2044 0 "Mann" "Biologe" 44 25 14
2045 0 "Frau" "Biologe" 43 24 13
2046 0 "Frau" "Biologe" 44 26 108
2047 0 "Mann" "Biologe" 45 26 3
2048 0 "Mann" "Biologe" 47 28 97
2049 0 "Frau" "Biologe" 51 31 1
2050 0 "Frau" "Biologe" 36 16 1
2051 0 "Mann" "Biologe" 40 21 38
2052 0 "Mann" "Biologe" 32 14 35
2053 0 "Mann" "Biologe" 39 20 34
2054 0 "Frau" "Biologe" 43 24 1
2055 0 "Mann" "Biologe" 33 14 46
2056 0 "Frau" "Biologe" 46 28 32
2057 0 "Frau" "Biologe" 49 30 13
2058 0 "Frau" "Biologe" 40 22 17
2059 0 "Mann" "Biologe" 54 35 11
2060 0 "Mann" "Biologe" 42 24 8
2061 0 "Mann" "Biologe" 48 30 3
2062 0 "Mann" "Biologe" 36 17 7
2063 0 "Mann" "Biologe" 37 19 50
2064 0 "Frau" "Biologe" 46 26 22
2065 0 "Frau" "Biologe" 44 26 40
2066 0 "Mann" "Biologe" 44 25 8
2067 0 "Mann" "Biologe" 53 33 66
2068 0 "Frau" "Biologe" 54 36 9
2069 0 "Mann" "Biologe" 47 28 8
2070 0 "Frau" "Biologe" 45 25 7
2071 0 "Frau" "Biologe" 35 16 22
2072 0 "Frau" "Biologe" 49 30 6
2073 0 "Frau" "Biologe" 59 39 7
2074 0 "Mann" "Biologe" 35 17 24
2075 0 "Mann" "Biologe" 36 17 20
2076 0 "Frau" "Biologe" 52 34 25
2077 0 "Mann" "Biologe" 53 34 28
2078 0 "Frau" "Biologe" 35 16 68
2079 0 "Frau" "Biologe" 40 21 19
2080 0 "Mann" "Biologe" 54 35 24
2081 0 "Mann" "Biologe" 48 28 14
2082 0 "Mann" "Biologe" 50 32 4
2083 0 "Frau" "Biologe" 50 31 3
2084 0 "Mann" "Biologe" 49 31 6
2085 0 "Mann" "Biologe" 35 17 36
2086 0 "Frau" "Biologe" 43 25 0
2087 0 "Mann" "Biologe" 38 19 24
2088 0 "Mann" "Biologe" 40 22 53
2089 0 "Frau" "Biologe" 47 27 73
2090 0 "Mann" "Biologe" 50 31 11
2091 1 "Mann" "Biologe" 25 7 3
2092 0 "Frau" "Biologe" 40 21 19
2093 0 "Mann" "Biologe" 46 26 35
2094 0 "Frau" "Biologe" 54 34 40
2095 0 "Frau" "Biologe" 46 27 18
2096 0 "Frau" "Biologe" 38 18 6
2097 0 "Frau" "Biologe" 32 13 6
2098 0 "Frau" "Biologe" 49 30 25
2099 0 "Frau" "Biologe" 53 33 14
2100 0 "Frau" "Biologe" 52 32 28
2101 0 "Frau" "Biologe" 39 20 1
2102 0 "Mann" "Biologe" 61 43 3
2103 0 "Mann" "Biologe" 60 41 17
2104 0 "Frau" "Biologe" 39 20 28
2105 0 "Frau" "Biologe" 51 33 74
2106 0 "Mann" "Biologe" 54 35 19
2107 0 "Frau" "Biologe" 56 37 13
2108 1 "Frau" "Biologe" 36 16 7
2109 0 "Mann" "Biologe" 44 26 11
2110 0 "Frau" "Biologe" 45 26 54
2111 0 "Frau" "Biologe" 64 44 16
2112 0 "Frau" "Biologe" 47 28 2
2113 0 "Mann" "Biologe" 53 33 67
2114 0 "Frau" "Biologe" 32 14 77
2115 0 "Mann" "Biologe" 42 24 13
2116 0 "Mann" "Biologe" 44 25 73
2117 0 "Mann" "Biologe" 32 14 62
2118 0 "Frau" "Biologe" 33 15 19
2119 0 "Mann" "Biologe" 53 34 12
2120 0 "Frau" "Biologe" 49 31 31
2121 0 "Frau" "Biologe" 40 21 31
2122 0 "Frau" "Biologe" 52 33 42
2123 0 "Frau" "Biologe" 38 18 8
2124 0 "Frau" "Biologe" 44 26 13
2125 0 "Mann" "Biologe" 48 30 6
2126 0 "Mann" "Biologe" 48 29 0
2127 0 "Frau" "Biologe" 36 18 2
2128 0 "Mann" "Biologe" 38 18 9
2129 0 "Frau" "Biologe" 55 36 18
2130 0 "Frau" "Biologe" 46 28 0
2131 0 "Frau" "Biologe" 31 12 14
2132 0 "Frau" "Biologe" 53 35 44
2133 0 "Frau" "Biologe" 50 32 14
2134 0 "Frau" "Biologe" 48 29 1
2135 0 "Mann" "Biologe" 38 20 2
2136 0 "Mann" "Biologe" 59 40 1
2137 0 "Frau" "Biologe" 40 21 103
2138 0 "Mann" "Biologe" 44 24 2
2139 0 "Mann" "Biologe" 59 40 50
2140 0 "Frau" "Biologe" 48 29 49
2141 0 "Frau" "Biologe" 48 28 4
2142 0 "Frau" "Biologe" 45 27 40
2143 0 "Frau" "Biologe" 30 10 22
2144 0 "Frau" "Biologe" 36 16 4
2145 0 "Frau" "Biologe" 42 22 0
2146 0 "Mann" "Biologe" 55 35 31
2147 0 "Frau" "Biologe" 42 23 1
2148 0 "Frau" "Biologe" 43 24 93
2149 0 "Frau" "Biologe" 53 35 4
2150 0 "Mann" "Biologe" 36 17 21
2151 0 "Mann" "Biologe" 43 25 15
2152 0 "Frau" "Biologe" 39 21 3
2153 0 "Mann" "Biologe" 58 40 2
2154 0 "Mann" "Biologe" 43 24 49
2155 0 "Mann" "Biologe" 60 40 2
2156 0 "Frau" "Biologe" 45 27 7
2157 0 "Frau" "Biologe" 39 19 52
2158 0 "Mann" "Biologe" 53 35 77
2159 0 "Frau" "Biologe" 39 20 0
2160 0 "Mann" "Biologe" 62 44 9
2161 0 "Frau" "Biologe" 46 26 5
2162 0 "Frau" "Biologe" 44 26 60
2163 0 "Mann" "Biologe" 35 16 45
2164 0 "Frau" "Biologe" 53 34 31
2165 0 "Frau" "Biologe" 57 38 49
2166 0 "Frau" "Biologe" 56 37 22
2167 0 "Frau" "Biologe" 39 21 19
2168 0 "Mann" "Biologe" 45 26 14
2169 0 "Frau" "Biologe" 41 23 15
2170 0 "Frau" "Biologe" 48 30 18
2171 0 "Mann" "Biologe" 44 24 17
2172 0 "Frau" "Biologe" 43 24 92
2173 0 "Frau" "Biologe" 54 35 3
2174 0 "Mann" "Biologe" 43 23 29
2175 0 "Mann" "Biologe" 33 14 13
2176 0 "Frau" "Biologe" 43 25 17
2177 0 "Mann" "Biologe" 58 40 39
2178 0 "Mann" "Biologe" 41 22 4
2179 0 "Frau" "Biologe" 39 20 7
2180 0 "Frau" "Biologe" 56 38 2
2181 0 "Frau" "Biologe" 40 21 30
2182 0 "Mann" "Biologe" 55 36 3
2183 0 "Frau" "Biologe" 59 39 30
2184 0 "Mann" "Biologe" 46 26 8
2185 0 "Mann" "Biologe" 44 25 39
2186 0 "Frau" "Biologe" 44 25 58
2187 0 "Mann" "Biologe" 43 24 5
2188 0 "Frau" "Biologe" 40 20 51
2189 0 "Frau" "Biologe" 46 27 37
2190 0 "Mann" "Biologe" 38 20 28
2191 0 "Frau" "Biologe" 31 12 5
2192 0 "Frau" "Biologe" 38 20 118
2193 0 "Frau" "Biologe" 42 23 11
2194 0 "Mann" "Biologe" 36 16 1
2195 0 "Frau" "Biologe" 42 23 41
2196 0 "Mann" "Biologe" 49 30 44
2197 0 "Frau" "Biologe" 50 31 22
2198 0 "Frau" "Biologe" 44 25 3
2199 0 "Mann" "Biologe" 42 24 51
2200 0 "Frau" "Biologe" 41 22 7
2201 0 "Frau" "Biologe" 49 29 16
2202 0 "Frau" "Biologe" 46 27 8
2203 0 "Mann" "Biologe" 54 36 46
2204 0 "Mann" "Biologe" 43 23 17
2205 0 "Mann" "Biologe" 33 14 20
2206 0 "Frau" "Biologe" 47 28 37
2207 0 "Frau" "Biologe" 43 23 13
2208 0 "Frau" "Biologe" 64 46 43
2209 0 "Mann" "Biologe" 47 28 0
2210 0 "Mann" "Biologe" 48 28 33
2211 0 "Frau" "Biologe" 40 20 9
2212 0 "Mann" "Biologe" 45 27 23
2213 0 "Mann" "Biologe" 51 31 13
2214 0 "Frau" "Biologe" 32 13 28
2215 0 "Frau" "Biologe" 60 40 3
2216 0 "Frau" "Biologe" 40 21 2
2217 0 "Frau" "Biologe" 44 25 8
2218 0 "Mann" "Biologe" 31 12 13
2219 0 "Frau" "Biologe" 42 23 36
2220 0 "Frau" "Biologe" 40 20 20
2221 0 "Frau" "Biologe" 55 37 58
2222 0 "Frau" "Biologe" 39 20 10
2223 0 "Mann" "Biologe" 35 17 46
2224 0 "Mann" "Biologe" 44 25 48
2225 0 "Frau" "Biologe" 48 28 56
2226 0 "Mann" "Biologe" 36 16 1
2227 0 "Frau" "Biologe" 39 20 10
2228 0 "Mann" "Biologe" 44 26 2
2229 0 "Frau" "Biologe" 36 18 42
2230 1 "Mann" "Biologe" 28 8 30
2231 0 "Mann" "Biologe" 48 29 36
2232 0 "Frau" "Biologe" 49 30 35
2233 0 "Mann" "Biologe" 55 37 2
2234 0 "Frau" "Biologe" 50 30 15
2235 0 "Frau" "Biologe" 45 26 4
2236 0 "Mann" "Biologe" 40 21 7
2237 0 "Frau" "Biologe" 63 45 18
2238 0 "Mann" "Biologe" 35 16 28
2239 0 "Mann" "Biologe" 47 28 11
2240 0 "Mann" "Biologe" 43 25 28
2241 0 "Frau" "Biologe" 38 19 58
2242 0 "Frau" "Biologe" 35 15 6
2243 0 "Frau" "Biologe" 56 36 4
2244 0 "Frau" "Biologe" 41 22 27
2245 0 "Mann" "Biologe" 46 28 11
2246 0 "Frau" "Biologe" 45 26 1
2247 0 "Frau" "Biologe" 60 40 31
2248 0 "Frau" "Biologe" 41 21 1
2249 0 "Mann" "Biologe" 49 31 0
2250 0 "Frau" "Biologe" 49 31 41
2251 0 "Frau" "Biologe" 42 23 24
2252 0 "Mann" "Biologe" 35 15 2
2253 0 "Frau" "Biologe" 57 39 15
2254 1 "Frau" "Biologe" 28 8 30
2255 0 "Mann" "Biologe" 42 23 84
2256 0 "Frau" "Biologe" 37 19 12
2257 0 "Frau" "Biologe" 41 21 12
2258 0 "Frau" "Biologe" 40 22 2
2259 0 "Frau" "Biologe" 58 39 16
2260 0 "Mann" "Biologe" 43 23 51
2261 0 "Mann" "Biologe" 31 12 9
2262 0 "Mann" "Biologe" 49 30 16
2263 0 "Mann" "Biologe" 41 21 1
2264 0 "Frau" "Biologe" 35 15 33
2265 0 "Frau" "Biologe" 36 16 12
2266 0 "Mann" "Biologe" 36 17 0
2267 0 "Mann" "Biologe" 41 21 56
2268 0 "Mann" "Biologe" 47 29 43
2269 0 "Mann" "Biologe" 37 19 33
2270 0 "Frau" "Biologe" 51 32 9
2271 0 "Mann" "Biologe" 50 31 14
2272 0 "Mann" "Biologe" 62 42 23
2273 0 "Frau" "Biologe" 45 26 50
2274 0 "Frau" "Biologe" 31 13 13
2275 0 "Frau" "Biologe" 55 36 5
2276 0 "Mann" "Biologe" 45 27 1
2277 0 "Frau" "Biologe" 50 32 8
2278 0 "Frau" "Biologe" 41 22 0
2279 0 "Frau" "Biologe" 52 34 27
2280 0 "Frau" "Biologe" 47 27 40
2281 0 "Frau" "Biologe" 30 11 44
2282 0 "Mann" "Biologe" 50 31 11
2283 0 "Mann" "Biologe" 47 29 33
2284 0 "Mann" "Biologe" 53 35 78
2285 0 "Mann" "Biologe" 36 17 2
2286 0 "Mann" "Biologe" 32 13 14
2287 0 "Frau" "Biologe" 45 27 35
2288 0 "Frau" "Biologe" 59 40 24
2289 0 "Mann" "Biologe" 55 36 5
2290 0 "Mann" "Biologe" 52 33 43
2291 0 "Frau" "Biologe" 51 33 15
2292 0 "Frau" "Biologe" 52 32 19
2293 0 "Frau" "Biologe" 57 38 15
2294 0 "Frau" "Biologe" 53 34 60
2295 0 "Frau" "Biologe" 55 35 5
2296 0 "Frau" "Biologe" 59 40 5
2297 0 "Frau" "Biologe" 43 24 9
2298 0 "Frau" "Biologe" 50 32 24
2299 1 "Frau" "Biologe" 34 15 46
2300 0 "Mann" "Biologe" 39 20 50
2301 0 "Frau" "Biologe" 35 16 7
2302 0 "Frau" "Biologe" 26 8 13
2303 1 "Frau" "Biologe" 33 13 58
2304 0 "Mann" "Biologe" 63 45 10
2305 0 "Frau" "Biologe" 43 23 48
2306 0 "Frau" "Biologe" 28 8 12
2307 0 "Frau" "Biologe" 61 43 45
2308 0 "Frau" "Biologe" 56 37 13
2309 0 "Mann" "Biologe" 49 30 9
2310 0 "Mann" "Biologe" 56 37 33
2311 0 "Frau" "Biologe" 58 38 1
2312 0 "Mann" "Biologe" 47 28 1
2313 0 "Mann" "Biologe" 52 32 3
2314 0 "Frau" "Biologe" 47 28 21
2315 0 "Frau" "Biologe" 55 35 21
2316 0 "Frau" "Biologe" 46 27 48
2317 0 "Mann" "Biologe" 58 40 1
2318 1 "Frau" "Biologe" 26 7 9
2319 0 "Mann" "Biologe" 37 19 34
2320 0 "Frau" "Biologe" 52 34 6
2321 0 "Frau" "Biologe" 39 21 8
2322 0 "Frau" "Biologe" 59 39 1
2323 0 "Frau" "Biologe" 44 25 69
2324 0 "Frau" "Biologe" 65 46 6
2325 0 "Frau" "Biologe" 56 37 39
2326 0 "Mann" "Biologe" 52 33 8
2327 0 "Frau" "Biologe" 38 20 37
2328 0 "Frau" "Biologe" 43 23 30
2329 0 "Frau" "Biologe" 62 44 37
2330 0 "Frau" "Biologe" 48 29 20
2331 0 "Frau" "Biologe" 45 25 3
2332 0 "Frau" "Biologe" 43 24 14
2333 0 "Frau" "Biologe" 55 37 40
2334 0 "Frau" "Biologe" 38 19 13
2335 0 "Frau" "Biologe" 43 23 26
2336 0 "Frau" "Biologe" 42 23 2
